diff,label,llama2-Output
+        {
+            // Only grab one lock, say for the ""neostore"" file
+            if ( fileName.endsWith( ""neostore"" ) )
+            {
+                return getWindowsFileLock( new File( fileName ).getParentFile() );
+            }
+            
+            // For the rest just return placebo locks
+            return new PlaceboFileLock();
+        }
+        else
+        {
+            return wrapOrNull( channel.tryLock() );
+        }
+    }
+    
+    private static FileLock getWindowsFileLock( File storeDir ) throws IOException
+    {
+        File lockFile = new File( storeDir, ""lock"" );
+        if ( !lockFile.exists() )
+        {
+            if ( !lockFile.createNewFile() )
+            {
+                throw new IOException( ""Couldn't create lock file "" + lockFile.getAbsolutePath() );
+            }
+        }
+        FileChannel fileChannel = new RandomAccessFile( lockFile, ""rw"" ).getChannel();
+        java.nio.channels.FileLock fileChannelLock = null;
+        try
+        {
+            fileChannelLock = fileChannel.tryLock(); 
+        }
+        catch ( OverlappingFileLockException e )
+        {
+            // OK, let fileChannelLock continue to be null and we'll deal with it below
+        }
+        if ( fileChannelLock == null )
+        {
+            fileChannel.close();
+            return null;
+        }
+        return new WindowsFileLock( lockFile, fileChannel, fileChannelLock );
+    }
+
+    public abstract void release() throws IOException;
+    
+    private static class PlaceboFileLock extends FileLock
+    {
+        @Override
+        public void release() throws IOException
+        {
+        }
+    }
+    
+    private static class WindowsFileLock extends FileLock
+    {
+        private final File lockFile;
+        private final FileChannel fileChannel;
+        private final java.nio.channels.FileLock fileChannelLock;
+
+        public WindowsFileLock( File lockFile, FileChannel fileChannel, java.nio.channels.FileLock lock )
+                throws IOException
+        {
+            this.lockFile = lockFile;
+            this.fileChannel = fileChannel;
+            this.fileChannelLock",Added support for backup and HA for Windows by adding a separate file locking method and made DirectMappedLogBuffer HA friendly,"[INST] Generate a meaningful git commit message from the following diff:
diff --git a/community/com/src/main/java/org/neo4j/com/MasterUtil.java b/community/com/src/main/java/org/neo4j/com/MasterUtil.java
index a8c5f901f1f..36a6200ec0b 100644
--- a/community/com/src/main/java/org/neo4j/com/MasterUtil.java
+++ b/community/com/src/main/java/org/neo4j/com/MasterUtil.java
@@ -74,13 +74,6 @@ public class MasterUtil
     
     public static SlaveContext rotateLogsAndStreamStoreFiles( GraphDatabaseService graphDb, StoreWriter writer )
     {
-        if ( Config.osIsWindows() )
-        {
-            throw new UnsupportedOperationException(
-                ""Streaming store files live (as used in HA and backup) ""
-                    + ""isn't supported on Windows due to limitations in OS/filesystem"" );
-        }
-
         File baseDir = getBaseDir( graphDb );
         XaDataSourceManager dsManager =
                 ((AbstractGraphDatabase) graphDb).getConfig().getTxModule().getXaDataSourceManager();
diff --git a/community/com/src/test/java/org/neo4j/com/backup/TestBackup.java b/community/com/src/test/java/org/neo4j/com/backup/TestBackup.java
index 7d55c553e4d..cb4acdf5391 100644
--- a/community/com/src/test/java/org/neo4j/com/backup/TestBackup.java
+++ b/community/com/src/test/java/org/neo4j/com/backup/TestBackup.java
@@ -91,7 +91,6 @@ public class TestBackup
     @Test
     public void fullThenIncremental() throws Exception
     {
-        if ( Config.osIsWindows() ) return;
         DbRepresentation initialDataSetRepresentation = createInitialDataSet( serverPath );
         ServerInterface server = startServer( serverPath );
         OnlineBackup backup = OnlineBackup.from( ""localhost"" );
@@ -109,7 +108,6 @@ public class TestBackup
     @Test
     public void makeSureStoreIdIsEnforced() throws Exception
     {
-        if ( Config.osIsWindows() ) return;
         // Create data set X on server A
         DbRepresentation initialDataSetRepresentation = createInitialDataSet( serverPath );
         ServerInterface server = startServer( serverPath );
diff --git a/community/com/src/test/java/org/neo4j/com/backup/TestConfiguration.java b/community/com/src/test/java/org/neo4j/com/backup/TestConfiguration.java
index 4ee63dbf284..d067458ef8e 100644
--- a/community/com/src/test/java/org/neo4j/com/backup/TestConfiguration.java
+++ b/community/com/src/test/java/org/neo4j/com/backup/TestConfiguration.java
@@ -29,7 +29,6 @@ import org.apache.commons.io.FileUtils;
 import org.junit.Before;
 import org.junit.Test;
 import org.neo4j.graphdb.GraphDatabaseService;
-import org.neo4j.kernel.Config;
 import org.neo4j.kernel.EmbeddedGraphDatabase;
 
 public class TestConfiguration
@@ -85,7 +84,6 @@ public class TestConfiguration
     @Test
     public void testEnableDefaultsInConfig() throws Exception
     {
-        if ( Config.osIsWindows() ) return;
         GraphDatabaseService db = newDb( ""true"" );
         OnlineBackup.from( ""localhost"" ).full( BACKUP_DIR );
         db.shutdown();
@@ -94,7 +92,6 @@ public class TestConfiguration
     @Test
     public void testEnableCustomPortInConfig() throws Exception
     {
-        if ( Config.osIsWindows() ) return;
         int customPort = 12345;
         GraphDatabaseService db = newDb( ""port="" + customPort );
         try
diff --git a/community/ha/src/test/java/slavetest/AbstractHaTest.java b/community/ha/src/test/java/slavetest/AbstractHaTest.java
index 969983f97df..f3cc6d9055e 100644
--- a/community/ha/src/test/java/slavetest/AbstractHaTest.java
+++ b/community/ha/src/test/java/slavetest/AbstractHaTest.java
@@ -46,7 +46,6 @@ import org.neo4j.graphdb.Relationship;
 import org.neo4j.graphdb.RelationshipType;
 import org.neo4j.helpers.collection.IteratorUtil;
 import org.neo4j.helpers.collection.MapUtil;
-import org.neo4j.kernel.Config;
 import org.neo4j.kernel.ha.Broker;
 import org.neo4j.kernel.ha.BrokerFactory;
 
@@ -393,7 +392,6 @@ public abstract class AbstractHaTest
     @Test
     public void slaveCreateNode() throws Exception
     {
-        if ( Config.osIsWindows() ) return;
         setExpectedResults( 3, 2, 2, 2, 0, 0 );
         initializeDbs( 1 );
         executeJob( new CommonJobs.CreateSomeEntitiesJob(), 0 );
@@ -402,7 +400,6 @@ public abstract class AbstractHaTest
     @Test
     public void testMultipleSlaves() throws Exception
     {
-        if ( Config.osIsWindows() ) return;
         setExpectedResults( 2, 1, 1, 1, 0, 0 );
         initializeDbs( 3 );
         executeJob( new CommonJobs.CreateSubRefNodeJob( CommonJobs.REL_TYPE.name(), null, null ), 0 );
@@ -415,7 +412,6 @@ public abstract class AbstractHaTest
     @Test
     public void testMasterFailure() throws Exception
     {
-        if ( Config.osIsWindows() ) return;
         initializeDbs( 1 );
         Serializable[] result = executeJob( new CommonJobs.CreateSubRefNodeMasterFailJob(
                 getMasterShutdownDispatcher() ), 0 );
@@ -429,7 +425,6 @@ public abstract class AbstractHaTest
     @Test
     public void testSlaveConstraintViolation() throws Exception
     {
-        if ( Config.osIsWindows() ) return;
         setExpectedResults( 2, 1, 0, 1, 0, 0 );
         initializeDbs( 1 );
 
@@ -443,7 +438,6 @@ public abstract class AbstractHaTest
     @Test
     public void testMasterConstraintViolation() throws Exception
     {
-        if ( Config.osIsWindows() ) return;
         setExpectedResults( 2, 1, 1, 1, 0, 0 );
         initializeDbs( 1 );
 
@@ -458,7 +452,6 @@ public abstract class AbstractHaTest
     @Test
     public void testGetRelationships() throws Exception
     {
-        if ( Config.osIsWindows() ) return;
         setExpectedResults( 3, 2, 0, 0, 0, 0 );
         initializeDbs( 1 );
 
@@ -475,7 +468,6 @@ public abstract class AbstractHaTest
     @Test
     public void testNoTransaction() throws Exception
     {
-        if ( Config.osIsWindows() ) return;
         setExpectedResults( 2, 1, 0, 1, 0, 0 );
         initializeDbs( 1 );
 
@@ -488,7 +480,6 @@ public abstract class AbstractHaTest
     @Test
     public void testNodeDeleted() throws Exception
     {
-        if ( Config.osIsWindows() ) return;
         setExpectedResults( 1, 0, 0, 0, 0, 0 );
         initializeDbs( 1 );
 
@@ -503,7 +494,6 @@ public abstract class AbstractHaTest
     @Test
     public void testDeadlock() throws Exception
     {
-        if ( Config.osIsWindows() ) return;
         initializeDbs( 2 );
 
         Long[] nodes = executeJobOnMaster( new CommonJobs.CreateNodesJob( 2 ) );
@@ -526,7 +516,6 @@ public abstract class AbstractHaTest
     @Test
     public void createNodeAndIndex() throws Exception
     {
-        if ( Config.osIsWindows() ) return;
         setExpectedResults( 2, 0, 1, 0, 1, 0 );
         initializeDbs( 1 );
         executeJob( new CommonJobs.CreateNodeAndIndexJob( ""name"", ""Neo"" ), 0 );
@@ -535,7 +524,6 @@ public abstract class AbstractHaTest
     @Test
     public void indexingAndTwoSlaves() throws Exception
     {
-        if ( Config.osIsWindows() ) return;
         initializeDbs( 2 );
         long id = executeJobOnMaster( new CommonJobs.CreateNodeAndIndexJob( ""name"", ""Morpheus"" ) );
         pullUpdates();
@@ -548,7 +536,6 @@ public abstract class AbstractHaTest
     @Test
     public void testNewIndexFramework() throws Exception
     {
-        if ( Config.osIsWindows() ) return;
         setExpectedResults( 2, 0, 2, 0, 0, 2 );
         initializeDbs( 2 );
         long id = executeJobOnMaster( new CommonJobs.CreateNodeAndNewIndexJob( ""users"",
@@ -559,7 +546,6 @@ public abstract class AbstractHaTest
     @Test
     public void testLargeTransaction() throws Exception
     {
-        if ( Config.osIsWindows() ) return;
         initializeDbs( 1 );
         executeJob( new CommonJobs.LargeTransactionJob( 20, 1 ), 0 );
     }
@@ -567,7 +553,6 @@ public abstract class AbstractHaTest
     @Test
     public void testPullLargeTransaction() throws Exception
     {
-        if ( Config.osIsWindows() ) return;
         initializeDbs( 1 );
         executeJobOnMaster( new CommonJobs.LargeTransactionJob( 20, 1 ) );
         pullUpdates();
@@ -576,7 +561,6 @@ public abstract class AbstractHaTest
     @Test
     public void testLargeTransactionData() throws Exception
     {
-        if ( Config.osIsWindows() ) return;
         initializeDbs( 1 );
         executeJob( new CommonJobs.LargeTransactionJob( 1, 20 ), 0 );
     }
@@ -584,7 +568,6 @@ public abstract class AbstractHaTest
     @Test
     public void testPullLargeTransactionData() throws Exception
     {
-        if ( Config.osIsWindows() ) return;
         initializeDbs( 1 );
         executeJobOnMaster( new CommonJobs.LargeTransactionJob( 1, 20 ) );
         pullUpdates();
@@ -593,7 +576,6 @@ public abstract class AbstractHaTest
     @Test
     public void makeSureSlaveCanCopyLargeInitialDatabase() throws Exception
     {
-        if ( Config.osIsWindows() ) return;
         startUpMaster( MapUtil.stringMap() );
         executeJobOnMaster( new CommonJobs.LargeTransactionJob( 1, 60 ) );
         addDb( MapUtil.stringMap() );
@@ -604,7 +586,6 @@ public abstract class AbstractHaTest
     @Test
     public void canCopyInitialDbWithLuceneIndexes() throws Exception
     {
-        if ( Config.osIsWindows() ) return;
         int additionalNodeCount = 50;
         setExpectedResults( 1+additionalNodeCount, 0, additionalNodeCount*2, 0, 0, additionalNodeCount*2 );
         startUpMaster( MapUtil.stringMap() );
diff --git a/community/ha/src/test/java/slavetest/MultiJvmTest.java b/community/ha/src/test/java/slavetest/MultiJvmTest.java
index dec1cc8f691..06d100dbc64 100644
--- a/community/ha/src/test/java/slavetest/MultiJvmTest.java
+++ b/community/ha/src/test/java/slavetest/MultiJvmTest.java
@@ -29,7 +29,6 @@ import java.util.Map;
 import org.junit.After;
 import org.neo4j.graphdb.GraphDatabaseService;
 import org.neo4j.ha.StandaloneDatabase;
-import org.neo4j.kernel.Config;
 import org.neo4j.kernel.EmbeddedGraphDatabase;
 
 public class MultiJvmTest extends AbstractHaTest
@@ -68,7 +67,6 @@ public class MultiJvmTest extends AbstractHaTest
     @After
     public void shutdownDbsAndVerify() throws Exception
     {
-        if ( Config.osIsWindows() ) return;
         shutdownDbs();
 
         GraphDatabaseService masterDb = new EmbeddedGraphDatabase( dbPath( 0 ).getAbsolutePath() );
diff --git a/community/ha/src/test/java/slavetest/MultiJvmWithZooKeeperTest.java b/community/ha/src/test/java/slavetest/MultiJvmWithZooKeeperTest.java
index b9806cdc7ee..018208324b9 100644
--- a/community/ha/src/test/java/slavetest/MultiJvmWithZooKeeperTest.java
+++ b/community/ha/src/test/java/slavetest/MultiJvmWithZooKeeperTest.java
@@ -28,7 +28,6 @@ import org.junit.After;
 import org.junit.Before;
 import org.neo4j.ha.LocalhostZooKeeperCluster;
 import org.neo4j.ha.StandaloneDatabase;
-import org.neo4j.kernel.Config;
 
 public class MultiJvmWithZooKeeperTest extends MultiJvmTest
 {
@@ -43,7 +42,6 @@ public class MultiJvmWithZooKeeperTest extends MultiJvmTest
     @Before
     public void startZooKeeperCluster() throws Exception
     {
-        if ( Config.osIsWindows() ) return;
         FileUtils.deleteDirectory( BASE_ZOO_KEEPER_DATA_DIR );
         zooKeeperCluster = new LocalhostZooKeeperCluster( getClass(), /*ports:*/2181, 2182, 2183 );
     }
@@ -84,7 +82,6 @@ public class MultiJvmWithZooKeeperTest extends MultiJvmTest
     @After
     public void shutdownZooKeeperCluster()
     {
-        if ( Config.osIsWindows() ) return;
         zooKeeperCluster.shutdown();
     }
 }
diff --git a/community/ha/src/test/java/slavetest/SingleJvmTest.java b/community/ha/src/test/java/slavetest/SingleJvmTest.java
index 544c2db3373..b5eb6dead4e 100644
--- a/community/ha/src/test/java/slavetest/SingleJvmTest.java
+++ b/community/ha/src/test/java/slavetest/SingleJvmTest.java
@@ -119,7 +119,6 @@ public class SingleJvmTest extends AbstractHaTest
